Quantity,Sales, Cost,Discount,Order Date,CustomerID,MenuID,DeliveryID
3,125.985,83.99,54.08,2019-12-23,5560,5560,5560
2,104.07,69.38,98.01,2021-09-04,5561,5561,5561
1,179.7,119.8,99.24,2020-02-27,5562,5562,5562
3,187.5,125,30,2021-10-09,5563,5563,5563
3,352.5,235,37.04,2022-02-05,5564,5564,5564
2,112.5,75,24,2022-02-04,5565,5565,5565
1,330,220,10,2020-01-27,5566,5566,5566
2,480,320,53.53,2022-07-06,5567,5567,5567
3,315,210,23,2022-06-28,5568,5568,5568
2,465,310,73.09,2022-03-23,5569,5569,5569
1,337.5,225,20.33,2022-06-04,5570,5570,5570
3,285,190,9.12,2020-07-31,5571,5571,5571
3,147,98,67.77,2020-03-02,5572,5572,5572
2,252.405,168.27,35.44,2019-10-20,5573,5573,5573
1,186.93,124.62,31.2,2023-01-06,5574,5574,5574
2,216.135,144.09,61.49,2022-03-02,5575,5575,5575
3,152.4,101.6,91.14,2019-10-17,5576,5576,5576
2,139.695,93.13,97.48,2020-07-03,5577,5577,5577
1,66.855,44.57,68.89,2021-04-07,5578,5578,5578
3,137.76,91.84,47.84,2022-11-15,5579,5579,5579
3,199.755,133.17,94.76,2020-07-30,5580,5580,5580
2,78.12,52.08,20,2019-09-16,5581,5581,5581
1,125.985,83.99,15,2022-12-18,5582,5582,5582
2,104.07,69.38,10.52,2022-08-27,5583,5583,5583
3,179.7,119.8,11.23,2021-12-06,5584,5584,5584
2,187.5,125,51.05,2021-03-18,5585,5585,5585
1,352.5,235,89.84,2021-11-04,5586,5586,5586
3,112.5,75,17.4,2021-09-09,5587,5587,5587
3,330,220,91.41,2020-04-18,5588,5588,5588
2,480,320,9.71,2022-10-14,5589,5589,5589
1,315,210,80.34,2020-02-29,5590,5590,5590
2,465,310,54.08,2020-11-08,5591,5591,5591
3,337.5,225,98.01,2020-01-02,5592,5592,5592
2,285,190,99.24,2022-08-05,5593,5593,5593
1,147,98,30,2021-08-21,5594,5594,5594
3,252.405,168.27,37.04,2021-08-09,5595,5595,5595
3,186.93,124.62,24,2019-09-11,5596,5596,5596
2,216.135,144.09,10,2019-08-17,5597,5597,5597
1,152.4,101.6,53.53,2021-11-13,5598,5598,5598
2,139.695,93.13,23,2019-12-30,5599,5599,5599
3,66.855,44.57,73.09,2021-11-24,5600,5600,5600
2,137.76,91.84,20.33,2020-05-20,5601,5601,5601
1,199.755,133.17,9.12,2020-07-01,5602,5602,5602
3,78.12,52.08,67.77,2022-08-01,5603,5603,5603
3,125.985,83.99,35.44,2022-07-07,5604,5604,5604
2,104.07,69.38,31.2,2020-10-06,5605,5605,5605
1,179.7,119.8,61.49,2019-12-05,5606,5606,5606
2,187.5,125,91.14,2021-08-04,5607,5607,5607
3,352.5,235,97.48,2022-10-15,5608,5608,5608
2,112.5,75,68.89,2022-03-17,5609,5609,5609
1,330,220,47.84,2019-12-11,5610,5610,5610
3,480,320,94.76,2020-06-22,5611,5611,5611
3,315,210,20,2020-08-03,5612,5612,5612
2,465,310,15,2019-08-24,5613,5613,5613
1,337.5,225,10.52,2020-08-16,5614,5614,5614
2,285,190,11.23,2019-12-17,5615,5615,5615
3,147,98,51.05,2020-02-04,5616,5616,5616
2,252.405,168.27,89.84,2020-03-20,5617,5617,5617
1,186.93,124.62,17.4,2021-06-22,5618,5618,5618
3,216.135,144.09,91.41,2020-04-22,5619,5619,5619
3,152.4,101.6,9.71,2020-07-05,5620,5620,5620
2,139.695,93.13,80.34,2020-10-09,5621,5621,5621
1,66.855,44.57,54.08,2021-02-01,5622,5622,5622
2,137.76,91.84,98.01,2022-02-21,5623,5623,5623
3,199.755,133.17,99.24,2021-09-07,5624,5624,5624
2,78.12,52.08,30,2022-11-05,5625,5625,5625
1,125.985,83.99,37.04,2022-09-01,5626,5626,5626
3,104.07,69.38,24,2022-08-29,5627,5627,5627
3,179.7,119.8,10,2020-04-02,5628,5628,5628
2,187.5,125,53.53,2022-03-04,5629,5629,5629
1,352.5,235,23,2022-12-14,5630,5630,5630
2,112.5,75,73.09,2021-06-09,5631,5631,5631
3,330,220,20.33,2020-05-16,5632,5632,5632
2,480,320,9.12,2021-02-13,5633,5633,5633
1,315,210,67.77,2020-10-13,5634,5634,5634
3,465,310,35.44,2021-11-22,5635,5635,5635
3,337.5,225,31.2,2021-10-21,5636,5636,5636
2,285,190,61.49,2021-09-06,5637,5637,5637
1,147,98,91.14,2021-10-18,5638,5638,5638
2,252.405,168.27,97.48,2022-03-19,5639,5639,5639
3,186.93,124.62,68.89,2022-01-26,5640,5640,5640
2,216.135,144.09,47.84,2022-08-03,5641,5641,5641
1,152.4,101.6,94.76,2019-12-22,5642,5642,5642
3,139.695,93.13,20,2019-08-23,5643,5643,5643
3,66.855,44.57,15,2022-02-05,5644,5644,5644
2,137.76,91.84,10.52,2022-11-12,5645,5645,5645
1,199.755,133.17,11.23,2021-04-25,5646,5646,5646
2,78.12,52.08,51.05,2020-05-11,5647,5647,5647
3,125.985,83.99,89.84,2021-09-26,5648,5648,5648
2,104.07,69.38,17.4,2022-12-21,5649,5649,5649
1,179.7,119.8,91.41,2022-06-03,5650,5650,5650
3,187.5,125,9.71,2019-10-21,5651,5651,5651
3,352.5,235,80.34,2021-04-24,5652,5652,5652
2,112.5,75,54.08,2020-08-12,5653,5653,5653
1,330,220,98.01,2022-12-10,5654,5654,5654
2,480,320,99.24,2022-11-24,5655,5655,5655
3,315,210,30,2019-11-28,5656,5656,5656
2,465,310,37.04,2020-09-24,5657,5657,5657
1,337.5,225,24,2020-11-29,5658,5658,5658
3,285,190,10,2020-10-16,5659,5659,5659
3,147,98,53.53,2021-09-26,5660,5660,5660
2,252.405,168.27,23,2022-12-29,5661,5661,5661
1,186.93,124.62,73.09,2021-04-02,5662,5662,5662
2,216.135,144.09,20.33,2020-11-22,5663,5663,5663
3,152.4,101.6,9.12,2021-07-29,5664,5664,5664
2,139.695,93.13,67.77,2020-10-06,5665,5665,5665
1,66.855,44.57,35.44,2019-09-19,5666,5666,5666
3,137.76,91.84,31.2,2019-08-27,5667,5667,5667
3,199.755,133.17,61.49,2021-08-14,5668,5668,5668
2,78.12,52.08,91.14,2021-03-25,5669,5669,5669
1,125.985,83.99,97.48,2021-12-28,5670,5670,5670
2,104.07,69.38,68.89,2021-01-13,5671,5671,5671
3,179.7,119.8,47.84,2020-08-15,5672,5672,5672
2,187.5,125,94.76,2022-08-11,5673,5673,5673
1,352.5,235,20,2019-09-21,5674,5674,5674
3,112.5,75,15,2020-10-14,5675,5675,5675
3,330,220,10.52,2022-10-02,5676,5676,5676
2,480,320,11.23,2022-08-04,5677,5677,5677
1,315,210,51.05,2021-09-26,5678,5678,5678
2,465,310,89.84,2022-05-27,5679,5679,5679
3,337.5,225,17.4,2021-09-17,5680,5680,5680
2,285,190,91.41,2020-05-21,5681,5681,5681
1,147,98,9.71,2021-05-16,5682,5682,5682
3,252.405,168.27,80.34,2019-06-26,5683,5683,5683
3,186.93,124.62,54.08,2022-11-26,5684,5684,5684
2,216.135,144.09,98.01,2021-02-21,5685,5685,5685
1,152.4,101.6,99.24,2020-03-03,5686,5686,5686
2,139.695,93.13,30,2019-07-26,5687,5687,5687
3,66.855,44.57,37.04,2020-08-22,5688,5688,5688
2,137.76,91.84,24,2021-01-16,5689,5689,5689
1,199.755,133.17,10,2021-11-21,5690,5690,5690
3,78.12,52.08,53.53,2020-10-27,5691,5691,5691
3,125.985,83.99,23,2021-11-28,5692,5692,5692
2,104.07,69.38,73.09,2022-09-20,5693,5693,5693
1,179.7,119.8,20.33,2022-03-29,5694,5694,5694
2,187.5,125,9.12,2021-09-21,5695,5695,5695
3,352.5,235,67.77,2020-04-28,5696,5696,5696
2,112.5,75,35.44,2021-05-27,5697,5697,5697
1,330,220,31.2,2021-06-17,5698,5698,5698
3,480,320,61.49,2022-01-24,5699,5699,5699
3,315,210,91.14,2021-06-08,5700,5700,5700
2,465,310,97.48,2022-09-27,5701,5701,5701
1,337.5,225,68.89,2022-10-25,5702,5702,5702
2,285,190,47.84,2021-11-02,5703,5703,5703
3,147,98,94.76,2022-04-03,5704,5704,5704
2,252.405,168.27,20,2022-01-31,5705,5705,5705
1,186.93,124.62,15,2021-10-01,5706,5706,5706
3,216.135,144.09,10.52,2021-07-17,5707,5707,5707
3,152.4,101.6,11.23,2022-11-27,5708,5708,5708
2,139.695,93.13,51.05,2022-12-05,5709,5709,5709
1,66.855,44.57,89.84,2019-10-17,5710,5710,5710
2,137.76,91.84,17.4,2021-08-15,5711,5711,5711
3,199.755,133.17,91.41,2020-01-14,5712,5712,5712
2,78.12,52.08,9.71,2019-06-14,5713,5713,5713
1,125.985,83.99,80.34,2020-12-26,5714,5714,5714
3,104.07,69.38,54.08,2020-09-08,5715,5715,5715
3,179.7,119.8,98.01,2022-03-14,5716,5716,5716
2,187.5,125,99.24,2020-04-07,5717,5717,5717
1,352.5,235,30,2021-09-23,5718,5718,5718
2,112.5,75,37.04,2021-03-02,5719,5719,5719
3,330,220,24,2022-09-22,5720,5720,5720
2,480,320,10,2022-03-13,5721,5721,5721
1,315,210,53.53,2022-01-14,5722,5722,5722
3,465,310,23,2021-03-16,5723,5723,5723
3,337.5,225,73.09,2020-08-31,5724,5724,5724
2,285,190,20.33,2020-05-05,5725,5725,5725
1,147,98,9.12,2020-06-06,5726,5726,5726
2,252.405,168.27,67.77,2022-10-30,5727,5727,5727
3,186.93,124.62,35.44,2021-12-26,5728,5728,5728
2,216.135,144.09,31.2,2021-04-09,5729,5729,5729
1,152.4,101.6,61.49,2022-10-10,5730,5730,5730
3,139.695,93.13,91.14,2022-08-21,5731,5731,5731
3,66.855,44.57,97.48,2020-12-19,5732,5732,5732
2,137.76,91.84,68.89,2021-02-07,5733,5733,5733
1,199.755,133.17,47.84,2021-04-01,5734,5734,5734
2,78.12,52.08,94.76,2019-11-11,5735,5735,5735
3,125.985,83.99,20,2022-04-19,5736,5736,5736
2,104.07,69.38,15,2020-01-13,5737,5737,5737
1,179.7,119.8,10.52,2022-05-19,5738,5738,5738
3,187.5,125,11.23,2021-01-22,5739,5739,5739
3,352.5,235,51.05,2021-05-27,5740,5740,5740
2,112.5,75,89.84,2022-03-27,5741,5741,5741
1,330,220,17.4,2021-04-09,5742,5742,5742
2,480,320,91.41,2019-09-11,5743,5743,5743
3,315,210,9.71,2019-09-02,5744,5744,5744
2,465,310,80.34,2020-12-23,5745,5745,5745
1,337.5,225,54.08,2021-01-13,5746,5746,5746
3,285,190,98.01,2020-12-24,5747,5747,5747
3,147,98,99.24,2021-07-03,5748,5748,5748
2,252.405,168.27,30,2020-02-15,5749,5749,5749
1,186.93,124.62,37.04,2020-03-08,5750,5750,5750
2,216.135,144.09,24,2020-02-21,5751,5751,5751
3,152.4,101.6,10,2021-05-22,5752,5752,5752
2,139.695,93.13,53.53,2022-03-10,5753,5753,5753
1,66.855,44.57,23,2022-03-04,5754,5754,5754
3,137.76,91.84,73.09,2019-07-08,5755,5755,5755
3,199.755,133.17,20.33,2022-10-29,5756,5756,5756
2,78.12,52.08,9.12,2021-09-08,5757,5757,5757
1,125.985,83.99,67.77,2021-06-05,5758,5758,5758
2,104.07,69.38,35.44,2020-08-12,5759,5759,5759
3,179.7,119.8,31.2,2022-05-13,5760,5760,5760
2,187.5,125,61.49,2023-01-04,5761,5761,5761
1,352.5,235,91.14,2021-12-14,5762,5762,5762
3,112.5,75,97.48,2021-09-12,5763,5763,5763
3,330,220,68.89,2021-07-19,5764,5764,5764
2,480,320,47.84,2020-01-06,5765,5765,5765
1,315,210,94.76,2022-01-27,5766,5766,5766
2,465,310,20,2020-02-07,5767,5767,5767
3,337.5,225,15,2021-07-28,5768,5768,5768
2,285,190,10.52,2021-08-21,5769,5769,5769
1,147,98,11.23,2020-10-25,5770,5770,5770
3,252.405,168.27,51.05,2020-07-17,5771,5771,5771
3,186.93,124.62,89.84,2021-09-28,5772,5772,5772
2,216.135,144.09,17.4,2019-08-15,5773,5773,5773
1,152.4,101.6,91.41,2021-02-08,5774,5774,5774
2,139.695,93.13,9.71,2022-06-03,5775,5775,5775
3,66.855,44.57,80.34,2020-07-23,5776,5776,5776
2,137.76,91.84,54.08,2020-01-02,5777,5777,5777
1,199.755,133.17,98.01,2021-06-27,5778,5778,5778
3,78.12,52.08,99.24,2021-02-12,5779,5779,5779
3,125.985,83.99,30,2022-01-06,5780,5780,5780
2,104.07,69.38,37.04,2021-05-15,5781,5781,5781
1,179.7,119.8,24,2021-09-12,5782,5782,5782
2,187.5,125,10,2021-04-12,5783,5783,5783
3,352.5,235,53.53,2021-04-12,5784,5784,5784
2,112.5,75,23,2021-05-02,5785,5785,5785
1,330,220,73.09,2020-11-29,5786,5786,5786
3,480,320,20.33,2020-07-01,5787,5787,5787
3,315,210,9.12,2021-05-03,5788,5788,5788
2,465,310,67.77,2020-11-21,5789,5789,5789
1,337.5,225,35.44,2019-10-05,5790,5790,5790
2,285,190,31.2,2020-09-01,5791,5791,5791
3,147,98,61.49,2021-11-22,5792,5792,5792
2,252.405,168.27,91.14,2022-09-08,5793,5793,5793
1,186.93,124.62,97.48,2022-11-17,5794,5794,5794
3,216.135,144.09,68.89,2019-10-23,5795,5795,5795
3,152.4,101.6,47.84,2020-01-05,5796,5796,5796
2,139.695,93.13,94.76,2022-01-05,5797,5797,5797
1,66.855,44.57,20,2020-01-29,5798,5798,5798
2,137.76,91.84,15,2020-12-21,5799,5799,5799
3,199.755,133.17,10.52,2021-08-03,5800,5800,5800
2,78.12,52.08,11.23,2022-01-14,5801,5801,5801
1,125.985,83.99,51.05,2021-06-08,5802,5802,5802
3,104.07,69.38,89.84,2020-06-19,5803,5803,5803
3,179.7,119.8,17.4,2020-06-25,5804,5804,5804
2,187.5,125,91.41,2021-06-09,5805,5805,5805
1,352.5,235,9.71,2020-04-10,5806,5806,5806
2,112.5,75,80.34,2020-11-20,5807,5807,5807
3,330,220,54.08,2020-08-15,5808,5808,5808
2,480,320,98.01,2020-05-14,5809,5809,5809
1,315,210,99.24,2022-12-06,5810,5810,5810
3,465,310,30,2022-01-22,5811,5811,5811
3,337.5,225,37.04,2022-01-30,5812,5812,5812
2,285,190,24,2020-03-21,5813,5813,5813
1,147,98,10,2022-07-03,5814,5814,5814
2,252.405,168.27,53.53,2022-01-06,5815,5815,5815
3,186.93,124.62,23,2020-09-11,5816,5816,5816
2,216.135,144.09,73.09,2022-05-27,5817,5817,5817
1,152.4,101.6,20.33,2022-02-01,5818,5818,5818
3,139.695,93.13,9.12,2019-06-26,5819,5819,5819
3,66.855,44.57,67.77,2021-01-24,5820,5820,5820
2,137.76,91.84,35.44,2022-02-15,5821,5821,5821
1,199.755,133.17,31.2,2021-10-18,5822,5822,5822
2,78.12,52.08,61.49,2020-12-13,5823,5823,5823
3,125.985,83.99,91.14,2022-09-05,5824,5824,5824
2,104.07,69.38,97.48,2019-07-24,5825,5825,5825
1,179.7,119.8,68.89,2021-10-11,5826,5826,5826
3,187.5,125,47.84,2020-01-04,5827,5827,5827
3,352.5,235,94.76,2020-01-24,5828,5828,5828
2,112.5,75,20,2020-12-26,5829,5829,5829
1,330,220,15,2020-01-17,5830,5830,5830
2,480,320,10.52,2019-12-07,5831,5831,5831
3,315,210,11.23,2020-05-07,5832,5832,5832
2,465,310,51.05,2021-09-05,5833,5833,5833
1,337.5,225,89.84,2022-09-14,5834,5834,5834
3,285,190,17.4,2021-07-06,5835,5835,5835
3,147,98,91.41,2020-10-06,5836,5836,5836
2,252.405,168.27,9.71,2019-10-26,5837,5837,5837
1,186.93,124.62,80.34,2022-07-30,5838,5838,5838
2,216.135,144.09,54.08,2021-07-08,5839,5839,5839
3,152.4,101.6,98.01,2020-04-07,5840,5840,5840
2,139.695,93.13,99.24,2019-06-27,5841,5841,5841
1,66.855,44.57,30,2019-07-06,5842,5842,5842
3,137.76,91.84,37.04,2021-03-17,5843,5843,5843
3,199.755,133.17,24,2020-11-24,5844,5844,5844
2,78.12,52.08,10,2021-02-03,5845,5845,5845
1,125.985,83.99,53.53,2021-02-03,5846,5846,5846
2,104.07,69.38,23,2021-06-02,5847,5847,5847
3,179.7,119.8,73.09,2022-09-15,5848,5848,5848
2,187.5,125,20.33,2021-07-03,5849,5849,5849
1,352.5,235,9.12,2020-05-04,5850,5850,5850
3,112.5,75,67.77,2022-08-14,5851,5851,5851
3,330,220,35.44,2020-03-27,5852,5852,5852
2,480,320,31.2,2021-01-26,5853,5853,5853
1,315,210,61.49,2021-03-07,5854,5854,5854
2,465,310,91.14,2022-06-29,5855,5855,5855
3,337.5,225,97.48,2021-10-14,5856,5856,5856
2,285,190,68.89,2021-06-25,5857,5857,5857
1,147,98,47.84,2020-05-04,5858,5858,5858
3,252.405,168.27,94.76,2020-02-11,5859,5859,5859
3,186.93,124.62,20,2020-07-04,5860,5860,5860
2,216.135,144.09,15,2022-06-20,5861,5861,5861
1,152.4,101.6,10.52,2021-05-07,5862,5862,5862
2,139.695,93.13,11.23,2021-10-10,5863,5863,5863
3,66.855,44.57,51.05,2022-05-18,5864,5864,5864
2,137.76,91.84,89.84,2020-06-23,5865,5865,5865
1,199.755,133.17,17.4,2021-06-03,5866,5866,5866
3,78.12,52.08,91.41,2022-12-07,5867,5867,5867
3,125.985,83.99,9.71,2019-08-20,5868,5868,5868
2,104.07,69.38,80.34,2020-10-16,5869,5869,5869
1,179.7,119.8,54.08,2021-10-02,5870,5870,5870
2,187.5,125,98.01,2020-03-03,5871,5871,5871
3,352.5,235,99.24,2022-01-23,5872,5872,5872
2,112.5,75,30,2019-11-07,5873,5873,5873
1,330,220,37.04,2021-05-03,5874,5874,5874
3,480,320,24,2020-12-03,5875,5875,5875
3,315,210,10,2022-06-14,5876,5876,5876
2,465,310,53.53,2021-03-02,5877,5877,5877
1,337.5,225,23,2021-11-21,5878,5878,5878
2,285,190,73.09,2022-02-21,5879,5879,5879
3,147,98,20.33,2020-02-05,5880,5880,5880
2,252.405,168.27,9.12,2022-03-03,5881,5881,5881
1,186.93,124.62,67.77,2020-11-20,5882,5882,5882
3,216.135,144.09,35.44,2021-05-27,5883,5883,5883
3,152.4,101.6,31.2,2021-09-18,5884,5884,5884
2,139.695,93.13,61.49,2022-09-14,5885,5885,5885
1,66.855,44.57,91.14,2022-01-25,5886,5886,5886
2,137.76,91.84,97.48,2021-10-18,5887,5887,5887
3,199.755,133.17,68.89,2020-06-15,5888,5888,5888
2,78.12,52.08,47.84,2021-10-30,5889,5889,5889
1,125.985,83.99,94.76,2020-11-04,5890,5890,5890
3,104.07,69.38,20,2019-06-26,5891,5891,5891
3,179.7,119.8,15,2020-06-08,5892,5892,5892
2,187.5,125,10.52,2022-12-07,5893,5893,5893
1,352.5,235,11.23,2020-03-22,5894,5894,5894
2,112.5,75,51.05,2021-11-16,5895,5895,5895
3,330,220,89.84,2021-04-26,5896,5896,5896
2,480,320,17.4,2019-07-07,5897,5897,5897
1,315,210,91.41,2022-10-25,5898,5898,5898
3,465,310,9.71,2020-05-31,5899,5899,5899
3,337.5,225,80.34,2020-05-14,5900,5900,5900
2,285,190,54.08,2019-12-06,5901,5901,5901
1,147,98,98.01,2020-07-01,5902,5902,5902
2,252.405,168.27,99.24,2022-10-03,5903,5903,5903
3,186.93,124.62,30,2019-09-09,5904,5904,5904
2,216.135,144.09,37.04,2020-03-14,5905,5905,5905
1,152.4,101.6,24,2021-06-05,5906,5906,5906
3,139.695,93.13,10,2022-10-26,5907,5907,5907
3,66.855,44.57,53.53,2020-07-25,5908,5908,5908
2,137.76,91.84,23,2021-07-18,5909,5909,5909
1,199.755,133.17,73.09,2020-11-29,5910,5910,5910
2,78.12,52.08,20.33,2020-07-02,5911,5911,5911
3,125.985,83.99,9.12,2020-02-11,5912,5912,5912
2,104.07,69.38,67.77,2022-06-06,5913,5913,5913
1,179.7,119.8,35.44,2022-09-28,5914,5914,5914
3,187.5,125,31.2,2021-07-14,5915,5915,5915
3,352.5,235,61.49,2020-03-27,5916,5916,5916
2,112.5,75,91.14,2019-12-22,5917,5917,5917
1,330,220,97.48,2019-08-08,5918,5918,5918
2,480,320,68.89,2021-02-09,5919,5919,5919
3,315,210,47.84,2021-04-12,5920,5920,5920
2,465,310,94.76,2021-01-12,5921,5921,5921
1,337.5,225,20,2020-06-12,5922,5922,5922
3,285,190,15,2019-11-17,5923,5923,5923
3,147,98,10.52,2021-01-14,5924,5924,5924
2,252.405,168.27,11.23,2020-11-02,5925,5925,5925
1,186.93,124.62,51.05,2021-07-07,5926,5926,5926
2,216.135,144.09,89.84,2022-06-15,5927,5927,5927
3,152.4,101.6,17.4,2021-11-16,5928,5928,5928
2,139.695,93.13,91.41,2021-06-29,5929,5929,5929
1,66.855,44.57,9.71,2019-08-14,5930,5930,5930
3,137.76,91.84,80.34,2020-12-04,5931,5931,5931
3,199.755,133.17,54.08,2022-07-11,5932,5932,5932
2,78.12,52.08,98.01,2021-10-06,5933,5933,5933
1,125.985,83.99,99.24,2020-12-24,5934,5934,5934
2,104.07,69.38,30,2022-04-17,5935,5935,5935
3,179.7,119.8,37.04,2021-07-31,5936,5936,5936
2,187.5,125,24,2019-09-14,5937,5937,5937
1,352.5,235,10,2021-12-30,5938,5938,5938
3,112.5,75,53.53,2022-02-21,5939,5939,5939
3,330,220,23,2020-07-19,5940,5940,5940
2,480,320,73.09,2022-01-28,5941,5941,5941
1,315,210,20.33,2022-12-24,5942,5942,5942
2,465,310,9.12,2020-06-15,5943,5943,5943
3,337.5,225,67.77,2022-09-09,5944,5944,5944
2,285,190,35.44,2021-01-17,5945,5945,5945
1,147,98,31.2,2022-06-06,5946,5946,5946
3,252.405,168.27,61.49,2021-05-25,5947,5947,5947
3,186.93,124.62,91.14,2020-05-29,5948,5948,5948
2,216.135,144.09,97.48,2022-07-21,5949,5949,5949
1,152.4,101.6,68.89,2022-09-22,5950,5950,5950
2,139.695,93.13,47.84,2020-02-23,5951,5951,5951
3,66.855,44.57,94.76,2022-06-04,5952,5952,5952
2,137.76,91.84,20,2019-07-17,5953,5953,5953
1,199.755,133.17,15,2021-12-05,5954,5954,5954
3,78.12,52.08,10.52,2021-03-01,5955,5955,5955
3,125.985,83.99,11.23,2021-11-01,5956,5956,5956
2,104.07,69.38,51.05,2022-12-23,5957,5957,5957
1,179.7,119.8,89.84,2021-07-11,5958,5958,5958
2,187.5,125,17.4,2021-01-30,5959,5959,5959
3,352.5,235,91.41,2022-03-01,5960,5960,5960
2,112.5,75,9.71,2021-02-23,5961,5961,5961
1,330,220,80.34,2022-05-28,5962,5962,5962
3,480,320,54.08,2022-12-25,5963,5963,5963
3,315,210,98.01,2021-12-22,5964,5964,5964
2,465,310,99.24,2021-03-08,5965,5965,5965
1,337.5,225,30,2019-09-12,5966,5966,5966
2,285,190,37.04,2022-08-21,5967,5967,5967
3,147,98,24,2020-10-21,5968,5968,5968
2,252.405,168.27,10,2019-12-30,5969,5969,5969
1,186.93,124.62,53.53,2021-01-05,5970,5970,5970
3,216.135,144.09,23,2022-07-12,5971,5971,5971
3,152.4,101.6,73.09,2021-10-31,5972,5972,5972
2,139.695,93.13,20.33,2021-06-08,5973,5973,5973
1,66.855,44.57,9.12,2020-04-06,5974,5974,5974
2,137.76,91.84,67.77,2019-06-23,5975,5975,5975
3,199.755,133.17,35.44,2022-05-16,5976,5976,5976
2,78.12,52.08,31.2,2022-09-30,5977,5977,5977
1,125.985,83.99,61.49,2019-08-04,5978,5978,5978
3,104.07,69.38,91.14,2021-11-16,5979,5979,5979
3,179.7,119.8,97.48,2021-12-20,5980,5980,5980
2,187.5,125,68.89,2019-11-18,5981,5981,5981
1,352.5,235,47.84,2020-09-23,5982,5982,5982
2,112.5,75,94.76,2022-09-09,5983,5983,5983
3,330,220,20,2020-09-28,5984,5984,5984
2,480,320,15,2021-01-10,5985,5985,5985
1,315,210,10.52,2022-04-23,5986,5986,5986
3,465,310,11.23,2021-07-18,5987,5987,5987
3,337.5,225,51.05,2019-09-29,5988,5988,5988
2,285,190,89.84,2020-10-22,5989,5989,5989
1,147,98,17.4,2021-05-14,5990,5990,5990
2,252.405,168.27,91.41,2021-04-15,5991,5991,5991
3,186.93,124.62,9.71,2019-08-10,5992,5992,5992
2,216.135,144.09,80.34,2021-07-11,5993,5993,5993
1,152.4,101.6,54.08,2022-10-19,5994,5994,5994
3,139.695,93.13,98.01,2020-06-13,5995,5995,5995
3,66.855,44.57,99.24,2021-11-02,5996,5996,5996
2,137.76,91.84,30,2021-10-12,5997,5997,5997
1,199.755,133.17,37.04,2022-06-30,5998,5998,5998
2,78.12,52.08,24,2020-12-21,5999,5999,5999
3,125.985,83.99,10,2020-11-09,6000,6000,6000
2,104.07,69.38,53.53,2020-06-15,6001,6001,6001
1,179.7,119.8,23,2020-08-25,6002,6002,6002
3,187.5,125,73.09,2021-08-17,6003,6003,6003
3,352.5,235,20.33,2021-08-14,6004,6004,6004
2,112.5,75,9.12,2020-12-20,6005,6005,6005
1,330,220,67.77,2020-03-01,6006,6006,6006
2,480,320,35.44,2021-10-04,6007,6007,6007
3,315,210,31.2,2021-10-09,6008,6008,6008
2,465,310,61.49,2021-12-27,6009,6009,6009
1,337.5,225,91.14,2020-03-05,6010,6010,6010
3,285,190,97.48,2019-07-20,6011,6011,6011
3,147,98,68.89,2022-06-26,6012,6012,6012
2,252.405,168.27,47.84,2020-12-03,6013,6013,6013
1,186.93,124.62,94.76,2022-04-13,6014,6014,6014
2,216.135,144.09,20,2020-08-22,6015,6015,6015
3,152.4,101.6,15,2020-09-30,6016,6016,6016
2,139.695,93.13,10.52,2019-09-04,6017,6017,6017
1,66.855,44.57,11.23,2021-04-29,6018,6018,6018
3,137.76,91.84,51.05,2020-04-14,6019,6019,6019
3,199.755,133.17,89.84,2020-04-24,6020,6020,6020
2,78.12,52.08,17.4,2019-09-30,6021,6021,6021
1,125.985,83.99,91.41,2021-06-08,6022,6022,6022
2,104.07,69.38,9.71,2020-06-01,6023,6023,6023
3,179.7,119.8,80.34,2021-11-03,6024,6024,6024
2,187.5,125,54.08,2020-02-02,6025,6025,6025
1,352.5,235,98.01,2019-09-13,6026,6026,6026
3,112.5,75,99.24,2020-08-25,6027,6027,6027
3,330,220,30,2021-04-22,6028,6028,6028
2,480,320,37.04,2019-08-09,6029,6029,6029
1,315,210,24,2022-04-12,6030,6030,6030
2,465,310,10,2022-01-28,6031,6031,6031
3,337.5,225,53.53,2021-04-02,6032,6032,6032
2,285,190,23,2021-11-23,6033,6033,6033
1,147,98,73.09,2022-04-05,6034,6034,6034
3,252.405,168.27,20.33,2019-08-10,6035,6035,6035
3,186.93,124.62,9.12,2022-02-27,6036,6036,6036
2,216.135,144.09,67.77,2019-08-08,6037,6037,6037
1,152.4,101.6,35.44,2022-05-04,6038,6038,6038
2,139.695,93.13,31.2,2020-10-05,6039,6039,6039
3,66.855,44.57,61.49,2021-01-27,6040,6040,6040
2,137.76,91.84,91.14,2019-08-14,6041,6041,6041
1,199.755,133.17,97.48,2021-11-25,6042,6042,6042
3,78.12,52.08,68.89,2019-09-29,6043,6043,6043
3,125.985,83.99,47.84,2022-04-13,6044,6044,6044
2,104.07,69.38,94.76,2020-12-10,6045,6045,6045
1,179.7,119.8,20,2022-11-19,6046,6046,6046
2,187.5,125,15,2021-08-16,6047,6047,6047
3,352.5,235,10.52,2021-06-13,6048,6048,6048
2,112.5,75,11.23,2021-02-02,6049,6049,6049
1,330,220,51.05,2022-03-07,6050,6050,6050
3,480,320,89.84,2022-12-02,6051,6051,6051
3,315,210,17.4,2019-12-16,6052,6052,6052
2,465,310,91.41,2022-05-27,6053,6053,6053
1,337.5,225,9.71,2020-03-29,6054,6054,6054
2,285,190,80.34,2021-01-12,6055,6055,6055
